id,target,split
38778259,,test
37747200,,test
87587553,2.0,train
49472846,2.0,train
10539110,2.0,train
11166366,2.0,train
85018299,2.0,train
66553733,2.0,train
62069666,2.0,train
82122753,2.0,train
47335332,2.0,train
67013945,2.0,train
12850002,2.0,train
38450469,,test
76928418,3.0,train
14258999,4.0,train
62336517,4.0,train
7413418,2.0,train
28683142,2.0,train
3296920,,test
12670351,2.0,train
49171652,0.0,train
7609796,,test
31098007,4.0,train
86735249,4.0,train
46347892,4.0,train
70803071,4.0,train
47724720,3.0,train
472820,0.0,train
955635,2.0,train
70156702,4.0,train
54845997,2.0,train
32384640,,test
39144168,,test
65380215,2.0,train
13478615,,test
17229600,2.0,train
11896897,2.0,train
19325351,2.0,train
5417256,2.0,train
23186822,2.0,train
80067464,2.0,train
62014157,0.0,train
3917792,2.0,train
47997656,2.0,train
67698291,2.0,train
38003689,,test
73260960,0.0,train
44489131,0.0,train
61871516,0.0,train
12130874,4.0,train
47846695,0.0,train
5369087,0.0,train
42732868,,test
80338243,0.0,train
12914334,4.0,train
51509328,0.0,train
60194385,,test
19417439,0.0,train
21828414,2.0,train
72633252,3.0,train
31548161,0.0,train
11310875,0.0,train
86272732,2.0,train
83355833,2.0,train
5299473,,test
32038026,,test
58118067,2.0,train
84721119,,test
76198235,0.0,train
85442168,2.0,train
78542234,2.0,train
61566240,,test
66363331,2.0,train
6396940,,test
128333,2.0,train
29698156,0.0,train
52194122,,test
17417530,2.0,train
13103153,2.0,train
76714552,2.0,train
22896931,2.0,train
32288680,,test
4651691,3.0,train
75061028,2.0,train
34629282,2.0,train
42106243,0.0,train
4066740,0.0,train
23706051,2.0,train
7640969,,test
69978238,2.0,train
47040596,0.0,train
5579038,0.0,train
84821015,0.0,train
71462111,0.0,train
73990568,2.0,train
20994635,0.0,train
6665753,0.0,train
10356583,,test
6138178,0.0,train
84795897,0.0,train
59849559,3.0,train
36852697,2.0,train
5411725,2.0,train
35215323,2.0,train
39896614,2.0,train
85790469,2.0,train
85211898,2.0,train
6719101,2.0,train
15381635,2.0,train
79613746,,test
72782195,2.0,train
34166678,,test
41810858,,test
29947314,,test
68691446,2.0,train
88127918,,test
61770217,0.0,train
851590,,test
32059826,0.0,train
67150343,2.0,train
86555447,2.0,train
66652561,2.0,train
36712748,2.0,train
39485208,2.0,train
25403407,,test
26003244,2.0,train
42383147,2.0,train
35934182,2.0,train
88011488,2.0,train
33516991,2.0,train
4990551,2.0,train
37451502,2.0,train
70963233,2.0,train
9360149,0.0,train
87677055,3.0,train
58917692,0.0,train
48620950,2.0,train
54195797,0.0,train
37784347,2.0,train
55946427,2.0,train
57607234,2.0,train
71879041,0.0,train
76160927,0.0,train
78984284,2.0,train
58317373,,test
66758541,,test
40662290,0.0,train
19613787,,test
19937420,2.0,train
74208238,2.0,train
51452663,2.0,train
70588736,2.0,train
82503050,2.0,train
77769572,0.0,train
66320619,,test
81010267,0.0,train
21629691,4.0,train
58306671,2.0,train
82914915,0.0,train
61958419,,test
59365386,0.0,train
66847174,,test
2786258,0.0,train
15163335,0.0,train
46102367,,test
52360017,2.0,train
26636147,2.0,train
56415288,2.0,train
72985154,2.0,train
83460302,,test
13460336,2.0,train
79594938,2.0,train
74773135,2.0,train
43636853,2.0,train
12085989,,test
45818098,2.0,train
26253120,2.0,train
61393336,2.0,train
48364309,2.0,train
76328775,2.0,train
42844290,,test
5642431,2.0,train
38969941,2.0,train
16070267,,test
4890517,2.0,train
1146704,2.0,train
12426633,2.0,train
70880170,2.0,train
82544483,,test
40957831,,test
42494309,2.0,train
19954769,2.0,train
9582813,3.0,train
25463564,2.0,train
84419630,,test
30928032,2.0,train
6580687,,test
80786249,0.0,train
20749070,2.0,train
52583510,2.0,train
418807,2.0,train
8648490,0.0,train
39140742,2.0,train
1001259,2.0,train
60666466,2.0,train
4053715,2.0,train
19570800,2.0,train
5856597,,test
65346479,2.0,train
22752105,2.0,train
65942003,2.0,train
11884582,2.0,train
20829271,2.0,train
86392835,2.0,train
46502178,2.0,train
42925940,2.0,train
75208583,,test
77077546,2.0,train
19384517,2.0,train
66385395,2.0,train
27632307,2.0,train
43615689,2.0,train
66101234,2.0,train
3650367,2.0,train
66734310,2.0,train
49840643,2.0,train
79598336,,test
38382608,2.0,train
48202805,2.0,train
76399788,2.0,train
36280806,2.0,train
22696399,2.0,train
17538655,2.0,train
17323887,2.0,train
65236406,0.0,train
33976780,2.0,train
36701479,2.0,train
24488990,2.0,train
14544454,2.0,train
7358064,2.0,train
47733834,2.0,train
69888502,2.0,train
10630242,2.0,train
86410129,2.0,train
22121257,2.0,train
76937748,,test
81197147,2.0,train
82238301,,test
21583508,2.0,train
11775055,2.0,train
11330015,2.0,train
25419623,2.0,train
6167383,2.0,train
17617643,0.0,train
1217100,2.0,train
36821013,2.0,train
64843690,2.0,train
50640065,2.0,train
11082142,2.0,train
65019027,0.0,train
50499180,2.0,train
30310434,2.0,train
66404833,2.0,train
75657131,2.0,train
63946365,2.0,train
63742393,2.0,train
14852471,2.0,train
65813870,2.0,train
88370133,2.0,train
78617162,2.0,train
66814718,2.0,train
54533818,0.0,train
10664782,2.0,train
83643084,2.0,train
35630840,2.0,train
54824823,2.0,train
80907900,2.0,train
70818408,2.0,train
16012029,2.0,train
32799762,2.0,train
62996085,2.0,train
73847224,2.0,train
81662924,2.0,train
34533916,3.0,train
82090065,2.0,train
58041437,2.0,train
81117399,2.0,train
37955276,,test
31669031,,test
24275268,2.0,train
338772,2.0,train
8646045,2.0,train
77606334,2.0,train
54027039,,test
2191505,2.0,train
81148349,2.0,train
20880923,2.0,train
63656783,,test
70506497,2.0,train
27730586,2.0,train
43128826,,test
67310853,,test
54947777,3.0,train
82194369,2.0,train
22859044,2.0,train
39074349,2.0,train
82555909,2.0,train
720390,2.0,train
29208274,2.0,train
74096325,2.0,train
59978023,3.0,train
83652276,2.0,train
73070378,2.0,train
17744060,2.0,train
73439720,2.0,train
81754247,2.0,train
15779755,2.0,train
46660355,,test
32256982,2.0,train
2570456,,test
87622479,2.0,train
43370517,2.0,train
245954,2.0,train
52036694,2.0,train
84487337,2.0,train
71743927,,test
71417128,2.0,train
85885468,2.0,train
32939383,,test
61320075,2.0,train
43657609,2.0,train
41884818,2.0,train
4017145,2.0,train
72557448,2.0,train
62835556,2.0,train
50622196,,test
78735685,2.0,train
79054310,2.0,train
82870462,2.0,train
39197415,2.0,train
30714438,2.0,train
47103119,,test
37301394,2.0,train
10130318,2.0,train
15270469,2.0,train
17968615,2.0,train
79881413,2.0,train
19116547,2.0,train
85995201,2.0,train
40984634,,test
25407389,2.0,train
8511003,2.0,train
523079,2.0,train
14212759,2.0,train
73827392,2.0,train
40742605,2.0,train
59784299,2.0,train
46304356,,test
57292149,,test
12040947,2.0,train
75034518,2.0,train
20913728,2.0,train
48729062,4.0,train
69800691,,test
53026506,,test
72238000,2.0,train
86935931,0.0,train
27920248,3.0,train
5549249,3.0,train
51964121,4.0,train
7183904,2.0,train
39631049,2.0,train
9536547,,test
76135300,3.0,train
49095434,3.0,train
67626461,2.0,train
23937003,0.0,train
86938513,,test
60440893,,test
19951826,0.0,train
40922207,3.0,train
37756550,0.0,train
45172087,0.0,train
82055023,0.0,train
264440,2.0,train
80455538,2.0,train
45937577,2.0,train
66486867,,test
56030214,0.0,train
10006406,0.0,train
26307357,2.0,train
34772449,2.0,train
62697676,,test
77282282,2.0,train
44329056,2.0,train
44803651,2.0,train
20278422,2.0,train
53920647,2.0,train
14644706,2.0,train
75995458,2.0,train
87653165,,test
55465576,,test
25650247,2.0,train
14109659,0.0,train
33780728,2.0,train
64537469,0.0,train
61002103,2.0,train
64652999,2.0,train
46445782,2.0,train
26968508,,test
19014627,2.0,train
12374912,2.0,train
63117725,2.0,train
8006731,2.0,train
36278956,2.0,train
72635620,2.0,train
47378268,2.0,train
28028057,2.0,train
86411218,2.0,train
42642105,2.0,train
492959,2.0,train
17473251,2.0,train
62388545,2.0,train
69918809,2.0,train
50180032,2.0,train
16402634,2.0,train
14453946,2.0,train
81182924,2.0,train
47807728,2.0,train
82322255,2.0,train
53165502,,test
5360086,2.0,train
1571192,2.0,train
27839618,2.0,train
77840726,2.0,train
6381458,,test
75282853,2.0,train
62794606,2.0,train
71803846,2.0,train
35716724,2.0,train
592457,2.0,train
7323089,2.0,train
27359257,,test
24604039,2.0,train
1372015,2.0,train
45351417,2.0,train
5973242,,test
71554189,2.0,train
23572918,2.0,train
22123064,2.0,train
83735557,2.0,train
11484200,2.0,train
4089792,2.0,train
26071422,,test
1311512,2.0,train
59569581,,test
47799139,,test
25074933,2.0,train
62281476,2.0,train
10656700,2.0,train
9765805,2.0,train
62106179,,test
71054475,2.0,train
471447,2.0,train
10059513,0.0,train
56778266,,test
31058307,2.0,train
50049259,2.0,train
79131064,2.0,train
73982614,,test
51815866,,test
60613494,2.0,train
26884946,2.0,train
15954348,2.0,train
4107281,0.0,train
18964678,2.0,train
42008588,2.0,train
85874859,2.0,train
41081084,2.0,train
6459141,2.0,train
50167885,2.0,train
87742415,,test
10861976,2.0,train
74793176,2.0,train
29897263,2.0,train
52635603,2.0,train
21263649,,test
21274376,,test
6284243,2.0,train
32537211,,test
47747735,,test
71659162,2.0,train
73277999,2.0,train
81655187,2.0,train
41825421,2.0,train
75247178,2.0,train
73995866,2.0,train
42997057,2.0,train
16457099,2.0,train
4200967,2.0,train
51481585,0.0,train
7768301,2.0,train
54168372,2.0,train
77561390,2.0,train
82662012,2.0,train
44626132,2.0,train
45867015,,test
60161337,2.0,train
56994248,2.0,train
50954619,2.0,train
31391986,,test
16915381,2.0,train
75178218,0.0,train
30978539,0.0,train
86450712,2.0,train
60739005,2.0,train
16664664,2.0,train
6203972,2.0,train
12111442,2.0,train
57431463,2.0,train
51443106,2.0,train
69780606,2.0,train
74921767,2.0,train
34340376,2.0,train
84463649,2.0,train
68934944,2.0,train
11577366,3.0,train
82213015,2.0,train
36507121,,test
21016935,,test
18240598,,test
56653520,2.0,train
86842055,0.0,train
49745822,2.0,train
68403638,0.0,train
48149896,2.0,train
33102392,2.0,train
54788544,2.0,train
60197777,2.0,train
85630053,2.0,train
30652084,2.0,train
45269162,,test
30803255,2.0,train
6210331,2.0,train
74787418,2.0,train
14129820,,test
15244659,,test
66582323,2.0,train
20713737,,test
38377561,,test
77002849,2.0,train
38303820,2.0,train
62967156,2.0,train
25964288,2.0,train
49711432,,test
62957317,2.0,train
70770817,,test
47535524,2.0,train
5357771,2.0,train
39037912,,test
73033879,2.0,train
86213911,2.0,train
18357402,2.0,train
57999635,2.0,train
41160078,2.0,train
39984230,2.0,train
57436604,,test
15559955,2.0,train
68145794,2.0,train
36687042,2.0,train
41510075,2.0,train
86730723,,test
72359133,2.0,train
24872893,,test
5411230,,test
43533377,2.0,train
82719868,2.0,train
8720504,2.0,train
28242858,,test
11229683,2.0,train
60086904,2.0,train
4047892,2.0,train
65225788,2.0,train
63557365,2.0,train
32658925,2.0,train
67400554,2.0,train
52408098,2.0,train
68617065,2.0,train
12270786,2.0,train
79684017,2.0,train
12276105,2.0,train
80830756,2.0,train
17674858,2.0,train
46020613,2.0,train
54194980,,test
82701334,2.0,train
31867046,2.0,train
33723424,2.0,train
48451103,2.0,train
10957522,2.0,train
37389553,,test
55444708,2.0,train
78984714,2.0,train
16003630,2.0,train
65967188,2.0,train
48375429,2.0,train
49559860,2.0,train
38580914,2.0,train
1306373,2.0,train
61588589,2.0,train
72393255,2.0,train
60831208,,test
8968351,2.0,train
29638359,2.0,train
56741335,2.0,train
44495562,2.0,train
79930494,,test
77844537,2.0,train
61949008,,test
65550173,2.0,train
60893549,2.0,train
78897739,2.0,train
9257902,2.0,train
20553054,2.0,train
62469831,2.0,train
70565129,,test
15478477,2.0,train
24259495,,test
47940790,,test
15846261,2.0,train
85745723,2.0,train
1084260,2.0,train
66491153,2.0,train
67685784,2.0,train
76628487,2.0,train
30803778,2.0,train
55977054,2.0,train
78771168,,test
17642242,2.0,train
68473410,2.0,train
39368594,,test
22600255,2.0,train
85217808,2.0,train
28597729,2.0,train
70400914,2.0,train
58756513,,test
6641386,,test
80017149,,test
46716054,2.0,train
73964755,2.0,train
4900721,2.0,train
4924033,2.0,train
81531265,2.0,train
27706562,2.0,train
6465658,,test
45894085,2.0,train
29002320,,test
63164359,,test
38225896,,test
70815557,2.0,train
86879540,2.0,train
21309247,2.0,train
54820576,2.0,train
9383626,,test
21346874,2.0,train
17779263,2.0,train
11223212,,test
25208491,0.0,train
75134400,2.0,train
79328445,2.0,train
61961008,2.0,train
83829284,2.0,train
80592696,2.0,train
13416758,2.0,train
28630709,2.0,train
39007073,,test
16347586,2.0,train
84442133,2.0,train
52161942,,test
39111073,2.0,train
53863439,2.0,train
57026296,2.0,train
65894387,2.0,train
84429801,2.0,train
44012114,2.0,train
70628832,2.0,train
21390082,2.0,train
58093028,2.0,train
20046823,,test
65612632,2.0,train
86971186,2.0,train
68726676,2.0,train
52735496,2.0,train
41100560,2.0,train
70863050,,test
7910320,2.0,train
40585953,2.0,train
11008388,2.0,train
87585615,2.0,train
12605131,2.0,train
67831830,2.0,train
80057545,2.0,train
44741118,,test
47807615,2.0,train
10399486,2.0,train
50540564,2.0,train
14999292,2.0,train
57511034,0.0,train
28779589,2.0,train
61550192,,test
61611815,,test
4364933,,test
61430176,,test
9433866,2.0,train
35993629,,test
47157088,2.0,train
36070431,2.0,train
53162623,2.0,train
21568137,2.0,train
4864229,,test
28747739,2.0,train
65408475,2.0,train
61621639,3.0,train
79871482,2.0,train
82759442,,test
6166033,2.0,train
4394167,2.0,train
6061236,,test
84682925,2.0,train
64883460,2.0,train
19050334,2.0,train
11163608,2.0,train
18289378,2.0,train
70039293,2.0,train
8376503,,test
14034144,2.0,train
63889676,,test
87466062,2.0,train
45584903,2.0,train
71641057,2.0,train
25933170,2.0,train
84407844,2.0,train
75648502,2.0,train
63101084,2.0,train
36894228,,test
50137359,2.0,train
77453961,2.0,train
4348139,2.0,train
6465948,2.0,train
27814682,2.0,train
83871670,2.0,train
67720315,0.0,train
8742222,,test
24974792,,test
1943763,,test
77875534,2.0,train
88157355,2.0,train
36547362,2.0,train
57775724,2.0,train
43722389,2.0,train
66815755,2.0,train
20765753,2.0,train
75280563,2.0,train
59471406,2.0,train
81542618,2.0,train
61164895,2.0,train
56160089,2.0,train
88246748,2.0,train
25866692,2.0,train
43848411,2.0,train
66232136,2.0,train
60906140,2.0,train
31830136,,test
52261668,2.0,train
34710858,2.0,train
46347635,2.0,train
25326489,,test
23079860,2.0,train
31289622,2.0,train
10253102,2.0,train
56616429,0.0,train
34290453,2.0,train
24592990,2.0,train
36777471,2.0,train
51969604,3.0,train
62809909,2.0,train
60260272,2.0,train
82839499,2.0,train
51170075,2.0,train
16993021,2.0,train
79729511,2.0,train
84118590,3.0,train
66359705,2.0,train
31854398,,test
79826946,2.0,train
73653110,2.0,train
79375092,,test
47073205,2.0,train
31654386,2.0,train
30055615,0.0,train
47092535,2.0,train
70371255,0.0,train
85640431,,test
51601495,2.0,train
87817917,2.0,train
53890962,2.0,train
40278338,2.0,train
72711104,,test
81912250,2.0,train
77205266,,test
87723349,2.0,train
72804057,2.0,train
59683298,0.0,train
35619922,2.0,train
39514048,0.0,train
42579026,2.0,train
14772053,2.0,train
36163532,2.0,train
26028875,2.0,train
76262693,2.0,train
76541807,2.0,train
18498416,,test
64366638,2.0,train
50318814,2.0,train
29068861,2.0,train
26094950,2.0,train
10320159,2.0,train
86460617,2.0,train
21928122,2.0,train
79144903,2.0,train
13681491,2.0,train
51807305,,test
9678100,2.0,train
86481374,,test
51489501,2.0,train
8384170,,test
30725243,,test
59427521,2.0,train
65469693,2.0,train
7385641,,test
36291976,,test
69215442,2.0,train
67501210,2.0,train
507742,2.0,train
51574284,2.0,train
30279315,2.0,train
78130017,2.0,train
28359639,2.0,train
88355743,2.0,train
36857452,2.0,train
61459271,2.0,train
69090056,2.0,train
40376714,2.0,train
67207915,2.0,train
1015688,2.0,train
51817667,2.0,train
52076306,2.0,train
22050851,,test
41442860,2.0,train
1377345,2.0,train
28612436,2.0,train
61646100,,test
60477801,3.0,train
84879386,3.0,train
71881318,2.0,train
78273092,2.0,train
41327095,2.0,train
20891639,2.0,train
9882687,2.0,train
74648359,0.0,train
9595218,0.0,train
34503047,2.0,train
15536489,3.0,train
54540450,3.0,train
33335146,,test
30877400,3.0,train
15666489,3.0,train
34947376,3.0,train
68742462,2.0,train
61685073,3.0,train
57047768,2.0,train
61054862,2.0,train
59025605,3.0,train
46586993,2.0,train
86201454,0.0,train
8880097,2.0,train
6219339,2.0,train
55803692,2.0,train
26333631,,test
33785143,,test
59360440,2.0,train
88248022,2.0,train
61407497,2.0,train
45430151,2.0,train
47221983,,test
78613475,,test
20464968,2.0,train
75420409,2.0,train
32781761,2.0,train
56227725,2.0,train
49565539,,test
54821264,2.0,train
75074627,2.0,train
87658206,3.0,train
64465254,2.0,train
54654493,2.0,train
77428226,2.0,train
59684211,0.0,train
50952173,4.0,train
35556046,1.0,train
56482952,2.0,train
29790005,0.0,train
77064129,2.0,train
47613786,0.0,train
16763255,0.0,train
37121488,0.0,train
72682634,0.0,train
25174060,0.0,train
85542802,1.0,train
40019135,1.0,train
76046675,0.0,train
77731588,0.0,train
70661173,0.0,train
19712263,0.0,train
52088661,0.0,train
19787140,1.0,train
77821100,0.0,train
68152543,0.0,train
13739681,,test
72332573,,test
30788125,0.0,train
7740206,0.0,train
36413443,0.0,train
41098262,0.0,train
5602825,0.0,train
68570917,0.0,train
26350721,0.0,train
76284230,,test
5480249,0.0,train
76728766,0.0,train
77901869,4.0,train
2900701,4.0,train
81585092,4.0,train
46689794,,test
83603652,4.0,train
29130184,4.0,train
20370157,4.0,train
1537878,0.0,train
81092206,0.0,train
10186763,0.0,train
27004152,0.0,train
83328040,0.0,train
62633824,4.0,train
59708067,3.0,train
88383623,0.0,train
33373515,0.0,train
31325481,0.0,train
8621246,0.0,train
76136840,4.0,train
85881857,1.0,train
17600645,3.0,train
45822328,3.0,train
14220999,,test
21390715,4.0,train
41969835,0.0,train
40188867,0.0,train
16124673,,test
12728129,0.0,train
62654721,0.0,train
83400725,0.0,train
22337788,0.0,train
3208997,,test
23863045,0.0,train
28182091,0.0,train
76839826,0.0,train
52912465,4.0,train
48227332,0.0,train
38273513,,test
30731710,0.0,train
42244720,0.0,train
80657577,0.0,train
43998477,0.0,train
69455177,,test
7317709,0.0,train
42020720,0.0,train
73594494,1.0,train
23369754,0.0,train
79116876,0.0,train
64617173,0.0,train
11399924,2.0,train
5300753,0.0,train
67673315,1.0,train
86752845,0.0,train
76596367,0.0,train
38911000,0.0,train
1535266,0.0,train
50544356,0.0,train
28420918,,test
64350492,,test
74203677,0.0,train
3556619,1.0,train
66574535,,test
11598012,0.0,train
13436126,0.0,train
87764171,0.0,train
24160644,1.0,train
49869109,0.0,train
70923615,1.0,train
3490793,0.0,train
31726058,,test
76939810,,test
45162816,1.0,train
58489527,0.0,train
12161513,,test
30769808,,test
21267908,0.0,train
7319577,0.0,train
2300669,2.0,train
9294289,0.0,train
5658387,,test
31839833,0.0,train
27350694,0.0,train
38613283,0.0,train
24178090,0.0,train
10540894,0.0,train
41179494,0.0,train
76721607,4.0,train
10565754,0.0,train
45504148,0.0,train
22723198,0.0,train
55068092,0.0,train
81929661,0.0,train
67026675,,test
24614979,0.0,train
22971521,0.0,train
50999658,0.0,train
66928395,1.0,train
66887900,0.0,train
73116311,0.0,train
42506102,0.0,train
84007683,0.0,train
40965696,,test
86079496,4.0,train
80027836,4.0,train
13945633,4.0,train
37092136,4.0,train
4893020,4.0,train
10458026,4.0,train
20858997,,test
78278540,0.0,train
18924865,4.0,train
70717043,4.0,train
5944034,0.0,train
64121140,,test
79563358,4.0,train
5128414,,test
62277983,1.0,train
68459874,,test
39476646,4.0,train
20506670,4.0,train
32589279,4.0,train
70858357,0.0,train
66515147,4.0,train
14419583,0.0,train
7680517,,test
18281498,0.0,train
32770274,,test
20131856,,test
17919826,0.0,train
57846067,0.0,train
5271757,3.0,train
18799066,,test
53267568,,test
2475285,0.0,train
28220988,0.0,train
23492707,0.0,train
7691704,0.0,train
6301740,,test
46495496,3.0,train
58754845,,test
54890788,2.0,train
86821327,2.0,train
71115798,2.0,train
72765782,0.0,train
37018715,3.0,train
77018546,,test
51710363,0.0,train
71513395,0.0,train
78542055,,test
19952233,0.0,train
61921195,0.0,train
57426083,,test
2899228,0.0,train
57460549,3.0,train
61606084,0.0,train
16261199,0.0,train
14745645,4.0,train
72711537,0.0,train
27943432,0.0,train
64276792,3.0,train
244079,0.0,train
67291811,0.0,train
46922499,0.0,train
16115101,,test
7916508,0.0,train
14631907,0.0,train
34591641,0.0,train
6030419,3.0,train
34087975,0.0,train
81233676,3.0,train
9840673,0.0,train
24688249,0.0,train
19633932,0.0,train
47368725,0.0,train
39970766,0.0,train
27845769,,test
30176165,1.0,train
32345022,0.0,train
13261650,0.0,train
37854182,4.0,train
86337757,0.0,train
69844499,1.0,train
65903521,0.0,train
10301761,0.0,train
49582648,,test
62673363,0.0,train
53667918,0.0,train
27546119,3.0,train
59354276,0.0,train
51935615,,test
42968372,,test
85399829,0.0,train
40856489,0.0,train
82584600,,test
42111935,0.0,train
71360816,0.0,train
45568718,0.0,train
77032371,,test
15128850,0.0,train
37561074,0.0,train
78577102,,test
34047388,0.0,train
1126771,0.0,train
43072483,0.0,train
30645230,,test
57635473,0.0,train
68574499,3.0,train
36715298,,test
60022675,0.0,train
83359161,0.0,train
14976542,0.0,train
19562459,1.0,train
20170494,0.0,train
49605168,0.0,train
28892681,0.0,train
85514916,,test
86853838,0.0,train
29709321,,test
75891770,0.0,train
14264203,0.0,train
77704666,0.0,train
82098369,0.0,train
28624955,0.0,train
75089257,1.0,train
82392645,0.0,train
67938984,0.0,train
77388495,0.0,train
26631412,0.0,train
51695857,0.0,train
66631745,0.0,train
59761436,,test
73900073,0.0,train
65664794,0.0,train
39533797,,test
5832226,0.0,train
58197724,0.0,train
800034,3.0,train
49134043,0.0,train
1256094,4.0,train
86885046,1.0,train
42572911,0.0,train
1264088,,test
29346003,,test
37279266,0.0,train
67426752,0.0,train
7542158,,test
47914962,,test
83614707,0.0,train
88148941,,test
46178386,0.0,train
2877781,0.0,train
23703770,0.0,train
63460565,0.0,train
21559842,0.0,train
36163439,0.0,train
4201109,0.0,train
66849631,0.0,train
41299829,0.0,train
47036528,,test
43002983,,test
31747702,0.0,train
3655057,0.0,train
50984939,,test
33507790,0.0,train
40348128,0.0,train
19063315,1.0,train
21076106,0.0,train
11099288,,test
30128404,0.0,train
31271499,0.0,train
35217361,0.0,train
54490916,0.0,train
35866177,0.0,train
50677563,0.0,train
71468606,0.0,train
15876474,0.0,train
27703305,1.0,train
69902026,0.0,train
54806631,2.0,train
86411066,0.0,train
12625130,0.0,train
42167320,0.0,train
73624045,0.0,train
38251954,0.0,train
24511427,,test
51720564,0.0,train
63450422,0.0,train
26236387,0.0,train
43227384,,test
55589190,0.0,train
55322859,0.0,train
81173951,,test
45159730,4.0,train
68906070,,test
68367830,0.0,train
67853465,0.0,train
58613107,,test
75776641,0.0,train
62567376,0.0,train
27725289,3.0,train
71075347,,test
5943980,0.0,train
43084763,0.0,train
28253362,0.0,train
57840521,1.0,train
28601908,,test
68716031,0.0,train
34468644,0.0,train
2584728,0.0,train
16305449,1.0,train
19771233,0.0,train
24162055,,test
1416947,4.0,train
30663712,2.0,train
14752593,1.0,train
79297781,1.0,train
50862677,0.0,train
25795724,0.0,train
6088946,,test
79370746,2.0,train
57575018,0.0,train
12288037,0.0,train
71646026,,test
54319473,0.0,train
33409057,3.0,train
57776986,4.0,train
26483387,0.0,train
11462550,2.0,train
29549585,2.0,train
50533235,0.0,train
75969352,,test
7182485,,test
9286995,0.0,train
14760106,,test
3509897,4.0,train
10877021,3.0,train
83877066,0.0,train
53804963,,test
11186072,4.0,train
50343006,,test
44088017,0.0,train
66744334,4.0,train
76498580,4.0,train
57929223,4.0,train
66775534,3.0,train
55093476,0.0,train
26138399,,test
35472208,0.0,train
79309612,0.0,train
1758635,1.0,train
33154276,0.0,train
63323833,1.0,train
43320181,0.0,train
49706694,,test
18842334,0.0,train
71739349,,test
31325470,0.0,train
82160768,,test
84589104,1.0,train
14702463,1.0,train
5968994,1.0,train
11501136,0.0,train
14757997,0.0,train
7798661,1.0,train
64381291,0.0,train
65129936,4.0,train
49509782,0.0,train
643195,0.0,train
32758324,4.0,train
38042614,1.0,train
78966640,0.0,train
57545825,0.0,train
19764827,0.0,train
42514571,0.0,train
80281362,0.0,train
52123398,0.0,train
59419156,0.0,train
60152183,0.0,train
4913365,0.0,train
62026857,1.0,train
79212800,0.0,train
28015020,,test
12221177,0.0,train
598481,0.0,train
61642559,0.0,train
22378990,0.0,train
59100294,0.0,train
7640464,1.0,train
68156990,0.0,train
33259141,0.0,train
65050860,1.0,train
48182009,,test
19465480,0.0,train
5956744,0.0,train
74096403,1.0,train
45530129,0.0,train
623340,0.0,train
82096186,1.0,train
50702623,0.0,train
76665980,0.0,train
65151344,,test
75105196,,test
61544535,0.0,train
34627848,0.0,train
82036406,0.0,train
28218176,0.0,train
52529713,0.0,train
83568627,1.0,train
69960852,3.0,train
18020331,,test
61600330,4.0,train
63563428,0.0,train
67383060,,test
12720660,0.0,train
83671883,,test
18868468,0.0,train
18264756,,test
26455012,0.0,train
27503386,0.0,train
4255383,0.0,train
64514724,0.0,train
80464143,0.0,train
80525247,0.0,train
44360113,0.0,train
30023322,0.0,train
9251517,0.0,train
27503132,,test
1078347,1.0,train
35595135,0.0,train
51375872,0.0,train
30596977,0.0,train
50846776,0.0,train
63271109,0.0,train
16415663,0.0,train
4018702,0.0,train
65376742,0.0,train
84837992,,test
23245383,0.0,train
76604913,1.0,train
66163289,0.0,train
18418431,,test
31259550,0.0,train
8789859,0.0,train
46535535,,test
2081171,1.0,train
28337923,,test
48463750,1.0,train
86323912,0.0,train
40821907,0.0,train
58943918,0.0,train
10566854,,test
65197646,0.0,train
77987108,0.0,train
30233750,0.0,train
48100158,0.0,train
84705551,0.0,train
73859507,0.0,train
10904722,0.0,train
11162,,test
70944255,0.0,train
16418880,0.0,train
81993198,4.0,train
51021693,4.0,train
47140222,,test
61370289,4.0,train
53559631,4.0,train
43374436,4.0,train
57850570,,test
41609495,0.0,train
28270861,,test
72140689,0.0,train
15782766,,test
61355477,0.0,train
72244001,0.0,train
64693950,1.0,train
25568405,0.0,train
80172232,3.0,train
48099287,0.0,train
17837981,,test
54007760,4.0,train
31552906,3.0,train
45162358,0.0,train
31922757,0.0,train
20961358,0.0,train
5589930,0.0,train
86126714,0.0,train
43883807,0.0,train
61746048,1.0,train
31561428,0.0,train
79917764,,test
71417846,0.0,train
48438346,0.0,train
72900230,0.0,train
1502304,0.0,train
9433109,0.0,train
72217023,1.0,train
82195131,,test
85925202,,test
33492097,0.0,train
42224252,0.0,train
20992350,,test
77643184,,test
26184431,0.0,train
44865619,,test
59003870,0.0,train
18719819,0.0,train
24009379,,test
67425481,0.0,train
44058489,,test
55938521,,test
78335436,0.0,train
5053090,0.0,train
58547210,0.0,train
73759815,,test
2427956,0.0,train
69342143,0.0,train
85072799,0.0,train
54219421,0.0,train
39064213,1.0,train
57729163,0.0,train
18927024,0.0,train
57428485,2.0,train
73143560,,test
37091932,0.0,train
84264094,,test
80244032,,test
82628078,,test
57563288,0.0,train
77917266,0.0,train
11380295,0.0,train
66526391,,test
14785815,,test
7411899,0.0,train
88179882,0.0,train
25116031,0.0,train
74765416,,test
60577664,0.0,train
82511900,,test
54608707,0.0,train
40892919,4.0,train
25995145,1.0,train
3847927,0.0,train
547361,0.0,train
33087527,,test
